,Номер паспорта,Фамилия,Имя,Отчество,Дата рождения,Пол,Год получения прав,КП во время учёбы,Количество попыток сдачи эказмена,Название автошколы,Код региона получения прав
10256,1308907100,Петухов,Афанасий,Харитонович,1991-10-01,М,2014,M,3,Антей,48
10257,3241116665,Комаров,Панкратий,Якубович,1973-08-25,М,2009,А,3,Цифры,60
10258,7559037525,Фомичев,Михей,Давидович,1980-01-12,М,1999,А,5,Автоперекресток,45
10259,2250430581,Родионова,Тамара,Константиновна,1997-06-26,Ж,2018,M,5,Импульс,5
10260,8763555702,Лапин,Куприян,Абрамович,1991-12-13,М,2021,А,3,Виртуоз,26
10261,8069215015,Шарапова,Марфа,Федоровна,1973-04-18,Ж,2010,А,3,Ралли Шоп,20
10262,6158238726,Матвеева,Надежда,Натановна,1998-12-16,Ж,2020,M,4,Добрый путь,79
10263,8247382561,Симонова,Ангелина,Валентиновна,1961-10-17,Ж,1991,M,1,Аверс,78
10264,1522777010,Костина,Галина,Архиповна,1983-04-11,Ж,2015,А,1,Мотор,16
10265,9448610216,Федотова,Майя,Макаровна,1982-09-02,Ж,2015,M,2,Минуэт,71
10266,8206712852,Федоров,Сильвестр,Игнатович,1997-01-06,М,2020,M,1,Пульс,51
10267,3334437301,Кошелев,Лазарь,Гертрудович,1971-04-08,М,1993,M,1,Дебют,8
10268,1535168465,Константинова,Евдокия,Ефимовна,1959-03-21,Ж,1985,А,3,Автобан,4
10269,4406956529,Аксенов,Мефодий,Ермолаевич,1961-07-25,М,2003,M,4,Формула скорости,17
10270,5859995928,Носков,Савватий,Дмитриевич,1952-11-28,М,1996,А,4,Новая Автошкола,87
10271,6821840128,Горбачева,Агата,Феликсовна,2002-07-12,Ж,2020,M,3,Автоперекресток,36
10272,2144529377,Гуляев,Василий,Феоктистович,1975-11-09,М,2020,А,5,Малина,92
10273,7398968711,Терентьева,Полина,Архиповна,1954-06-13,Ж,1993,А,1,Мотор,77
10274,0374740316,Субботин,Матвей,Антипович,1989-04-29,М,2017,А,5,Меркурий,92
10275,2876072557,Смирнова,Полина,Алексеевна,1971-03-25,Ж,2004,А,3,Физика вождения,75
10276,1562890027,Пестов,Анисим,Демидович,1967-09-03,М,2005,M,4,Сириус,54
10277,0866187464,Тетерина,Валерия,Юльевна,1995-11-26,Ж,2015,M,2,Новая Автошкола,9
10278,7337248086,Воробьев,Дмитрий,Владиленович,1956-04-30,М,1981,M,4,Автофактор,6
10279,5251332279,Муравьев,Никон,Виленович,1992-07-28,М,2017,M,3,Фордевинд,19
10280,2660138020,Макаров,Марк,Фокич,1964-07-22,М,1987,А,2,Ротор,2
10281,9620868727,Бобылев,Владлен,Теймуразович,1974-04-16,М,2012,А,4,Восток,23
10282,2630848541,Федотов,Сигизмунд,Викентьевич,1977-10-03,М,2010,А,4,Ментор,3
10283,0345663633,Кононова,Ангелина,Николаевна,1978-06-16,Ж,2015,M,1,Шоссе,91
10284,5432582434,Комиссарова,Агафья,Рудольфовна,1969-12-21,Ж,2014,M,2,Авто-Навык,79
10285,5676799593,Кудряшов,Адам,Димитриевич,1968-05-19,М,1992,M,1,Дело,30
10286,4233949046,Савин,Рубен,Ануфриевич,1981-09-20,М,2010,А,5,Эстакада,52
10287,4157249223,Гусева,Татьяна,Архиповна,1996-10-27,Ж,2014,А,5,Априори,35
10288,7499666239,Осипова,Марфа,Тарасовна,1990-04-21,Ж,2011,M,2,Юность,40
10289,8702801378,Селиверстова,Полина,Кирилловна,1956-06-21,Ж,1997,M,1,Универсал,67
10290,6659424347,Шарапов,Самуил,Августович,2002-05-17,М,2021,M,3,Вираж,41
10291,9151022886,Фадеева,Светлана,Вениаминовна,1951-11-12,Ж,1984,M,1,Город,72
10292,8812462890,Колесников,Парамон,Захарьевич,1981-09-25,М,2016,M,1,Ермак,7
10293,0580418995,Миронова,Лора,Наумовна,1961-09-08,Ж,2008,M,3,Минуэт,41
10294,3356789560,Самсонов,Моисей,Филимонович,1964-12-16,М,2003,M,2,Азбука вождения,15
10295,3152956768,Гуляева,Марфа,Юльевна,1970-06-12,Ж,2020,M,5,Шоссе,33
10296,0415860686,Соловьева,Таисия,Степановна,1995-09-02,Ж,2014,M,5,Перспектива,37
10297,2946084035,Носкова,Валентина,Захаровна,1967-07-05,Ж,2018,А,4,Минуэт,78
10298,6266268554,Ларионов,Гостомысл,Ярославович,2000-10-23,М,2019,M,3,Транс-Миссия,33
10299,9422672255,Горбунова,Надежда,Львовна,1996-08-12,Ж,2021,M,3,Авто-Навык,26
10300,8491294309,Агафонов,Гостомысл,Демьянович,1965-03-27,М,2016,M,2,АвтоГарвард,60
10301,7891287558,Романов,Боян,Харлампьевич,1971-06-06,М,2006,M,2,Движение,62
10302,2151441578,Белозерова,Элеонора,Константиновна,1960-09-21,Ж,1986,А,1,Зеленая миля,59
10303,8838222770,Панова,Вероника,Федоровна,2000-10-07,Ж,2019,А,5,Коррэктъ,49
10304,9474813849,Субботин,Родион,Августович,1966-07-30,М,2019,А,1,Шумахер,4
10305,1335420014,Комарова,Майя,Владиславовна,1970-11-27,Ж,2016,M,2,Добрый путь,72
10306,7395555164,Лаврентьев,Ладислав,Юльевич,2000-04-21,М,2021,А,2,Новая Автошкола,67
10307,7450431749,Ковалева,Иванна,Филипповна,1985-04-30,Ж,2020,А,2,Пилот,49
10308,9941260876,Кабанов,Силантий,Харитонович,1981-08-20,М,2019,А,3,Новичок,30
10309,5189879466,Мартынов,Ратмир,Феоктистович,2003-07-05,М,2021,А,4,Автомаг,74
10310,5713330201,Исаева,Алевтина,Вячеславовна,1998-04-17,Ж,2020,А,4,Шанс,13
10311,3806104693,Фролов,Богдан,Матвеевич,1977-08-21,М,2003,M,2,Ралли Шоп,23
10312,4304253941,Доронин,Фрол,Владиславович,1964-01-15,М,2019,M,2,Бэст,23
10313,2943974210,Давыдов,Аскольд,Владиславович,1952-09-18,М,1981,А,5,Азбука дорог,61
10314,0067195323,Соколова,Надежда,Васильевна,1969-06-01,Ж,2020,А,3,Жигули,3
10315,3242829101,Романова,Лариса,Вячеславовна,1991-01-03,Ж,2020,А,4,Авто-Импульс,31
10316,8563439902,Ситников,Павел,Арсеньевич,1984-08-21,М,2013,А,3,Автолайн,73
10317,1138349591,Логинов,Корнил,Матвеевич,1988-09-27,М,2009,А,5,Меркурий,77
10318,5053216847,Воробьев,Аполлинарий,Гурьевич,2002-03-15,М,2021,А,2,Мустанг,25
10319,8233129535,Цветков,Мстислав,Ефимович,1966-06-28,М,1988,А,4,Мотор,60
10320,3380666297,Харитонова,Нонна,Кузьминична,1970-10-26,Ж,2016,А,5,Автобан,5
10321,6103826334,Ефимов,Никанор,Антипович,1957-12-05,М,1992,А,1,Профессионал,36
10322,4377184483,Филиппов,Дементий,Викторович,2003-04-15,М,2021,А,3,Приоритет,91
10323,0085873325,Гаврилова,Таисия,Наумовна,1961-08-22,Ж,1991,А,3,"Эх, научу!",10
10324,4919575349,Фокин,Амос,Яковлевич,1982-05-11,М,2000,А,4,Штурман,15
10325,6394633708,Михеев,Юрий,Гертрудович,1968-05-27,М,1996,А,3,Пора за руль,99
10326,1719243926,Абрамова,Дарья,Яковлевна,1984-02-03,Ж,2010,А,1,Цифры,40
10327,1285084818,Потапова,Алла,Максимовна,1995-09-01,Ж,2021,А,4,Арго,14
10328,9400653891,Зайцев,Анисим,Евстигнеевич,1959-01-01,М,2003,M,5,Приоритет,71
10329,8825462074,Русакова,Антонина,Артемовна,1979-02-16,Ж,1999,M,5,Правый руль,40
10330,5863723354,Кузьмина,Анна,Григорьевна,1952-09-26,Ж,1987,M,4,Академия вождения,47
10331,7109747276,Коновалов,Адам,Авдеевич,1984-01-15,М,2014,M,1,Кабриолет,70
10332,1980062215,Крюкова,Наина,Антоновна,1979-04-16,Ж,1998,А,5,Аверс,59
10333,9318613309,Устинов,Лучезар,Эдгардович,1959-04-23,М,1989,M,3,Шоссе,72
10334,1895981127,Моисеева,Юлия,Никифоровна,1956-04-28,Ж,2008,M,2,Маршрут,50
10335,8147302984,Гурьев,Ладимир,Богданович,1952-02-29,М,2017,А,3,Транс-Миссия,37
10336,2727124882,Афанасьева,Ульяна,Аскольдовна,1973-08-26,Ж,1996,А,5,Фордевинд,22
10337,3090728086,Назарова,Ираида,Эдуардовна,1957-04-07,Ж,1999,M,4,Автофил,32
10338,7217163181,Тимофеева,Таисия,Ильинична,1972-01-20,Ж,2003,M,5,Успех,62
10339,1606966740,Муравьева,Нонна,Альбертовна,1960-01-28,Ж,1979,M,5,Автофакультет,44
10340,6670549602,Беляков,Елизар,Феликсович,1995-03-17,М,2015,M,1,Восток,49
10341,6936776204,Громов,Конон,Германович,1995-06-21,М,2016,А,5,Альфа,52
10342,7589335777,Коновалова,Алла,Вадимовна,1958-05-19,Ж,2005,А,5,Практика,59
10343,7950028255,Аксенов,Прохор,Федосеевич,1969-04-07,М,2011,А,4,АвтоГарвард,30
10344,4474494365,Котов,Платон,Яковлевич,1958-01-05,М,1987,M,3,Автомобилист,54
10345,3276056765,Дмитриева,Ольга,Сергеевна,1985-05-13,Ж,2009,M,4,Победа,54
10346,9587118426,Пономарева,Варвара,Святославовна,1966-07-19,Ж,2018,А,3,Флагман,43
10347,6019174479,Савельева,Александра,Романовна,1986-06-26,Ж,2009,А,2,Болид,7
10348,1416160218,Гордеева,Полина,Вениаминовна,1959-11-05,Ж,1995,M,1,Эстакада,72
10349,6218059995,Мишина,Ираида,Евгеньевна,1986-10-05,Ж,2006,M,3,Зеленая миля,50
10350,3747287320,Медведева,Алевтина,Валериевна,1976-04-15,Ж,2006,M,1,Филин,86
10351,8608519212,Фомичева,Алина,Степановна,1993-03-01,Ж,2020,А,3,Экипаж,10
10352,5100558227,Захарова,Лора,Вадимовна,2000-07-10,Ж,2021,А,5,Новая Автошкола,51
10353,7402156775,Исакова,Зинаида,Николаевна,1973-05-13,Ж,2018,M,1,Азбука вождения,77
10354,3809535982,Агафонова,Фёкла,Владиславовна,1990-05-13,Ж,2009,А,5,Автогалактика,58
10355,2417238835,Попов,Гедеон,Федосеевич,1955-07-09,М,1991,А,1,Меркурий,69
10356,5036301335,Муравьева,Наина,Натановна,1986-05-10,Ж,2012,M,2,Фортуна,87
10357,3015479161,Зыков,Мина,Филимонович,1960-04-01,М,2013,А,1,Молодость,12
10358,9230725444,Самсонов,Аполлон,Эдуардович,1953-03-02,М,2003,M,4,Стажер,32
10359,9885316329,Мясникова,Валентина,Харитоновна,1954-08-27,Ж,2019,M,1,Юность,6
10360,6776501620,Савельев,Харлампий,Фролович,1969-10-23,М,2012,А,2,Авто-Премиум,35
10361,9490919489,Орехова,Анжела,Егоровна,1975-12-26,Ж,2005,А,2,Авто-Импульс,59
10362,4057169394,Анисимова,Екатерина,Викторовна,1979-11-02,Ж,2002,А,1,Стажер,24
10363,6481628500,Борисова,Алевтина,Тимофеевна,1950-11-18,Ж,1990,M,3,Автолайн,75
10364,4907992764,Казакова,Тамара,Валериевна,1994-06-26,Ж,2012,А,2,Адреналин Драйв,51
10365,3628365341,Герасимов,Ким,Валерианович,1954-06-01,М,1996,M,5,Ралли Шоп,37
10366,9644224736,Савина,Полина,Васильевна,1976-09-22,Ж,2012,А,3,Априори,42
10367,8400253477,Шестаков,Агафон,Августович,1962-02-05,М,2019,M,3,Золотой руль,25
10368,2948338906,Овчинников,Фотий,Тихонович,1995-12-02,М,2016,А,3,Кабриолет,20
10369,7086096040,Маслов,Андрей,Феодосьевич,1992-02-25,М,2011,А,3,Вершина,14
10370,7846302062,Воронцова,Милица,Викторовна,1971-03-13,Ж,1996,M,1,Крутой поворот,6
10371,6462588418,Горбунов,Гурий,Герасимович,1975-07-23,М,2014,M,2,Крутой поворот,49
10372,6108576918,Федосеев,Георгий,Елисеевич,2002-04-01,М,2021,M,1,Гарант,45
10373,2225151203,Колобова,Елизавета,Кузьминична,1956-02-14,Ж,1993,А,2,Топ Драйв,68
10374,4690516739,Дмитриева,Вероника,Ниловна,1978-11-06,Ж,2002,M,5,Бумеранг,73
10375,8419078343,Федотов,Радислав,Геннадиевич,1984-06-21,М,2004,А,1,Локомотив,6
10376,6618999028,Иванова,Варвара,Юрьевна,1987-05-11,Ж,2014,M,2,Стажер,34
10377,4360857703,Ефремова,Пелагея,Михайловна,1998-11-14,Ж,2019,А,5,Автоотличник,11
10378,8268441051,Бурова,Агата,Яковлевна,2002-05-17,Ж,2021,M,1,Молния,54
10379,4307751158,Новиков,Ермолай,Измаилович,2000-03-02,М,2021,M,2,Вершина,7
10380,8890090803,Прохоров,Олимпий,Егорович,1963-04-18,М,1987,А,4,Зебра,42
10381,6670643813,Орлова,Анжелика,Степановна,1954-09-11,Ж,2008,А,4,Флагман,46
